Sample Filename,Sample ID,HPLID,Type,Pass/Fail,DQC,QC call_rate,call_rate,QC het_rate,het_rate,affymetrix-plate-barcode,affymetrix-plate-peg-wellposition,Average call rate for passing samples,Percent of passing samples
HPL-00176_Tissue_225234_O19.CEL,HPL-00176_Tissue,,Tissue,Fail,1,92.192,,23.044,,5513774462030061924883,O19,98.354,44.271
HPL-00177_Tissue_225234_A21.CEL,HPL-00177_Tissue,,Tissue,Pass,0.92453,97.757,97.875,19.505,18.947,5513774462030061924883,A21,98.354,44.271
HPL-00178_Tissue_225234_C21.CEL,HPL-00178_Tissue,,Tissue,Pass,0.92453,97.917,98.074,18.339,19.005,5513774462030061924883,C21,98.354,44.271
HPL-00179_Tissue_225234_E21.CEL,HPL-00179_Tissue,,Tissue,Pass,0.83726,97.786,98.114,18.135,19.163,5513774462030061924883,E21,98.354,44.271
HPL-00180_Tissue_225234_G21.CEL,HPL-00180_Tissue,,Tissue,Fail,1,93.605,,21.602,,5513774462030061924883,G21,98.354,44.271
HPL-00181_Tissue_225234_I21.CEL,HPL-00181_Tissue,,Tissue,Pass,0.98821,97.99,98.208,18.704,19.468,5513774462030061924883,I21,98.354,44.271
HPL-00182_Tissue_225234_K21.CEL,HPL-00182_Tissue,,Tissue,Fail,0.99764,90.269,,25.127,,5513774462030061924883,K21,98.354,44.271
HPL-00183_Tissue_225234_M21.CEL,HPL-00183_Tissue,,Tissue,Fail,1,90.954,,23.583,,5513774462030061924883,M21,98.354,44.271
HPL-00184_Tissue_225234_O21.CEL,HPL-00184_Tissue,,Tissue,Fail,1,91.988,,23.467,,5513774462030061924883,O21,98.354,44.271
HPL-00185_Tissue_225234_A23.CEL,HPL-00185_Tissue,,Tissue,Pass,0.875,97.538,97.84,19.199,19.418,5513774462030061924883,A23,98.354,44.271
HPL-00186_Tissue_225234_C23.CEL,HPL-00186_Tissue,,Tissue,Pass,0.92689,97.713,97.982,18.704,19.052,5513774462030061924883,C23,98.354,44.271
HPL-00187_Tissue_225234_E23.CEL,HPL-00187_Tissue,,Tissue,Pass,0.96698,97.844,98.15,18.587,19.002,5513774462030061924883,E23,98.354,44.271
HPL-00188_Tissue_225234_G23.CEL,HPL-00188_Tissue,,Tissue,Fail,1,91.377,,24.224,,5513774462030061924883,G23,98.354,44.271
HPL-00189_Tissue_225234_I23.CEL,HPL-00189_Tissue,,Tissue,Fail,1,89.993,,26.511,,5513774462030061924883,I23,98.354,44.271
HPL-00190_Tissue_225234_K23.CEL,HPL-00190_Tissue,,Tissue,Fail,1,87.414,,31.449,,5513774462030061924883,K23,98.354,44.271
HPL-00191_Tissue_225234_M23.CEL,HPL-00191_Tissue,,Tissue,Fail,1,89.192,,35.193,,5513774462030061924883,M23,98.354,44.271
HPL-00192_Tissue_225234_O23.CEL,HPL-00192_Tissue,,Tissue,Fail,1,89.614,,36.489,,5513774462030061924883,O23,98.354,44.271
HPL-00193_Tissue_225234_A2.CEL,HPL-00193_Tissue,,Tissue,Pass,1,98.776,98.991,24.443,24.898,5513774462030061924883,A02,98.354,44.271
HPL-00194_Tissue_225234_C2.CEL,HPL-00194_Tissue,,Tissue,Pass,1,98.325,98.407,27.094,27.004,5513774462030061924883,C02,98.354,44.271
HPL-00195_Tissue_225234_E2.CEL,HPL-00195_Tissue,,Tissue,Pass,1,97.014,97.592,24.996,25.769,5513774462030061924883,E02,98.354,44.271
HPL-00196_Tissue_225234_G2.CEL,HPL-00196_Tissue,,Tissue,Fail,1,95.178,,27.677,,5513774462030061924883,G02,98.354,44.271
HPL-00197_Tissue_225234_I2.CEL,HPL-00197_Tissue,,Tissue,Fail,1,94.334,,27.298,,5513774462030061924883,I02,98.354,44.271
HPL-00198_Tissue_225234_K2.CEL,HPL-00198_Tissue,,Tissue,Pass,1,97.509,98.001,27.036,27.013,5513774462030061924883,K02,98.354,44.271
HPL-00199_Tissue_225234_M2.CEL,HPL-00199_Tissue,,Tissue,Fail,1,96.271,,29.352,,5513774462030061924883,M02,98.354,44.271
HPL-00200_Tissue_225234_O2.CEL,HPL-00200_Tissue,,Tissue,Fail,1,93.503,,29.527,,5513774462030061924883,O02,98.354,44.271
HPL-00201_Tissue_225234_A4.CEL,HPL-00201_Tissue,,Tissue,Pass,1,98.354,98.727,25.419,25.464,5513774462030061924883,A04,98.354,44.271
HPL-00202_Tissue_225234_C4.CEL,HPL-00202_Tissue,,Tissue,Pass,0.97642,98.645,98.804,26.672,26.016,5513774462030061924883,C04,98.354,44.271
HPL-00203_Tissue_225234_E4.CEL,HPL-00203_Tissue,,Tissue,Pass,0.99292,99.097,99.159,25.04,24.796,5513774462030061924883,E04,98.354,44.271
HPL-00204_Tissue_225234_G4.CEL,HPL-00204_Tissue,,Tissue,Pass,0.99528,98.645,98.848,26.963,26.233,5513774462030061924883,G04,98.354,44.271
HPL-00205_Tissue_225234_I4.CEL,HPL-00205_Tissue,,Tissue,Pass,0.98113,98.194,98.633,27.269,27.074,5513774462030061924883,I04,98.354,44.271
HPL-00206_Tissue_225234_K4.CEL,HPL-00206_Tissue,,Tissue,Pass,0.99764,98.849,99.089,28.711,27.778,5513774462030061924883,K04,98.354,44.271
HPL-00207_Tissue_225234_M4.CEL,HPL-00207_Tissue,,Tissue,Pass,0.99528,98.922,99.059,28.565,27.601,5513774462030061924883,M04,98.354,44.271
HPL-00208_Tissue_225234_O4.CEL,HPL-00208_Tissue,,Tissue,Pass,1,98.82,98.877,25.317,25.16,5513774462030061924883,O04,98.354,44.271
HPL-00209_Tissue_225234_A6.CEL,HPL-00209_Tissue,,Tissue,Fail,1,96.65,,28.521,,5513774462030061924883,A06,98.354,44.271
HPL-00210_Tissue_225234_C6.CEL,HPL-00210_Tissue,,Tissue,Pass,0.99292,98.514,98.839,26.948,26.385,5513774462030061924883,C06,98.354,44.271
HPL-00211_Tissue_225234_E6.CEL,HPL-00211_Tissue,,Tissue,Pass,1,97.189,97.617,25.186,26.293,5513774462030061924883,E06,98.354,44.271
HPL-00212_Tissue_225234_G6.CEL,HPL-00212_Tissue,,Tissue,Fail,0.99528,88.609,,34.712,,5513774462030061924883,G06,98.354,44.271
HPL-00213_Tissue_225234_I6.CEL,HPL-00213_Tissue,,Tissue,Pass,0.98585,98.456,98.809,26.293,25.849,5513774462030061924883,I06,98.354,44.271
HPL-00214_Tissue_225234_K6.CEL,HPL-00214_Tissue,,Tissue,Pass,0.99764,99.097,99.127,26.016,25.639,5513774462030061924883,K06,98.354,44.271
HPL-00215_Tissue_225234_M6.CEL,HPL-00215_Tissue,,Tissue,Pass,1,99.141,99.126,25.739,25.769,5513774462030061924883,M06,98.354,44.271
HPL-00216_Tissue_225234_O6.CEL,HPL-00216_Tissue,,Tissue,Fail,1,94.057,,28.886,,5513774462030061924883,O06,98.354,44.271
HPL-00217_Tissue_225234_A8.CEL,HPL-00217_Tissue,,Tissue,Pass,1,99.155,99.2,25.972,25.2,5513774462030061924883,A08,98.354,44.271
HPL-00218_Tissue_225234_C8.CEL,HPL-00218_Tissue,,Tissue,Pass,0.97642,98.587,98.792,24.924,24.687,5513774462030061924883,C08,98.354,44.271
HPL-00219_Tissue_225234_E8.CEL,HPL-00219_Tissue,,Tissue,Pass,1,98.543,98.863,25.477,25.256,5513774462030061924883,E08,98.354,44.271
HPL-00220_Tissue_225234_G8.CEL,HPL-00220_Tissue,,Tissue,Pass,0.99764,98.048,98.126,26.016,26.206,5513774462030061924883,G08,98.354,44.271
HPL-00221_Tissue_225234_I8.CEL,HPL-00221_Tissue,,Tissue,Pass,1,98.995,99.03,27.036,25.915,5513774462030061924883,I08,98.354,44.271
HPL-00222_Tissue_225234_K8.CEL,HPL-00222_Tissue,,Tissue,Pass,1,98.019,98.334,25.798,25.629,5513774462030061924883,K08,98.354,44.271
HPL-00223_Tissue_225234_M8.CEL,HPL-00223_Tissue,,Tissue,Pass,0.99528,99.068,99.164,27.094,26.264,5513774462030061924883,M08,98.354,44.271
HPL-00224_Tissue_225234_O8.CEL,HPL-00224_Tissue,,Tissue,Pass,1,98.048,98.356,26.133,26.432,5513774462030061924883,O08,98.354,44.271
HPL-00225_Tissue_225234_A10.CEL,HPL-00225_Tissue,,Tissue,Pass,1,97.917,98.353,28.216,28.123,5513774462030061924883,A10,98.354,44.271
HPL-00226_Tissue_225234_C10.CEL,HPL-00226_Tissue,,Tissue,Pass,0.99057,98.966,99.068,24.195,24.663,5513774462030061924883,C10,98.354,44.271
HPL-00227_Tissue_225234_E10.CEL,HPL-00227_Tissue,,Tissue,Pass,0.99528,99.009,99.156,25.812,25.379,5513774462030061924883,E10,98.354,44.271
HPL-00228_Tissue_225234_G10.CEL,HPL-00228_Tissue,,Tissue,Fail,1,90.721,,31.682,,5513774462030061924883,G10,98.354,44.271
HPL-00229_Tissue_225234_I10.CEL,HPL-00229_Tissue,,Tissue,Pass,0.99528,98.835,98.883,25.506,25.359,5513774462030061924883,I10,98.354,44.271
HPL-00230_Tissue_225234_K10.CEL,HPL-00230_Tissue,,Tissue,Pass,1,98.602,98.874,26.264,25.775,5513774462030061924883,K10,98.354,44.271
HPL-00231_Tissue_225234_M10.CEL,HPL-00231_Tissue,,Tissue,Pass,0.96698,97.742,98.466,25.171,24.792,5513774462030061924883,M10,98.354,44.271
HPL-00232_Tissue_225234_O10.CEL,HPL-00232_Tissue,,Tissue,Fail,1,94.902,,27.881,,5513774462030061924883,O10,98.354,44.271
HPL-00233_Tissue_225234_A12.CEL,HPL-00233_Tissue,,Tissue,Pass,1,98.718,98.63,25.361,25.619,5513774462030061924883,A12,98.354,44.271
HPL-00234_Tissue_225234_C12.CEL,HPL-00234_Tissue,,Tissue,Pass,0.99292,99.126,99.2,25.39,24.831,5513774462030061924883,C12,98.354,44.271
HPL-00235_Tissue_225234_E12.CEL,HPL-00235_Tissue,,Tissue,Pass,0.99764,98.237,98.523,26.73,26.411,5513774462030061924883,E12,98.354,44.271
HPL-00236_Tissue_225234_G12.CEL,HPL-00236_Tissue,,Tissue,Fail,1,96.664,,25.987,,5513774462030061924883,G12,98.354,44.271
HPL-00237_Tissue_225234_I12.CEL,HPL-00237_Tissue,,Tissue,Fail,0.99528,96.65,,27.342,,5513774462030061924883,I12,98.354,44.271
HPL-00238_Tissue_225234_K12.CEL,HPL-00238_Tissue,,Tissue,Fail,0.99764,95.018,,28.07,,5513774462030061924883,K12,98.354,44.271
HPL-00239_Tissue_225234_M12.CEL,HPL-00239_Tissue,,Tissue,Pass,0.99057,98.995,99.053,26.73,25.974,5513774462030061924883,M12,98.354,44.271
